Artículo;Familia;Fecha;Nº Jumbo;Corrida;Gramaje;Esp.;Hum. Prom.;R/L Prom.;R/T Prom.;Relac. Rig.
AS250N      ;N;3-9-2022 19:35;PM2W010339  ;61901;238.1;416;9.00;15.00;5.5;2.73
AS250N      ;N;3-9-2022 20:12;PM2W010340  ;61901;237.7;417;9.00;14.90;5.5;2.71
AS250N      ;N;3-9-2022 20:46;PM2W010341  ;61901;236.7;414;9.00;14.80;5.4;2.74
AS250N      ;N;3-9-2022 21:11;PM2W010342  ;61901;235.9;414;9.00;14.50;5.3;2.74
AS250N      ;N;3-9-2022 22:40;PM2W010344  ;61901;234.6;403;8.80;13.90;4.9;2.84
AS250N      ;N;3-9-2022 23:15;PM2W010345  ;61901;233.7;394;8.90;14.00;4.9;2.86
AS250N      ;N;3-9-2022 23:35;PM2W010346  ;61901;233.3;396;8.90;14.10;5;2.82
AS250N      ;N;4-9-2022 0:09;PM2W010401  ;61901;236.7;395;9.00;15.00;5.7;2.63
AS250N      ;N;4-9-2022 1:04;PM2W010403  ;61901;236.9;392;8.30;15.00;5.6;2.68
AS250N      ;N;4-9-2022 1:37;PM2W010404  ;61901;238.6;399;8.40;15.20;5.3;2.87
AS250N      ;N;4-9-2022 2:09;PM2W010405  ;61901;239.9;400;8.50;15.50;5.4;2.87
AS250N      ;N;4-9-2022 2:40;PM2W010406  ;61901;241.1;404;8.80;15.10;5.5;2.75
AS250N      ;N;4-9-2022 3:11;PM2W010407  ;61901;241.6;401;8.90;15.90;6.9;2.30
AS250N      ;N;4-9-2022 3:41;PM2W010408  ;61901;245.2;408;8.90;16.00;6.9;2.32
AS250N      ;N;4-9-2022 4:11;PM2W010409  ;61901;242.1;402;8.60;16.10;7.1;2.27
AS250N      ;N;4-9-2022 4:41;PM2W010410  ;61901;242.1;404;8.70;15.80;6.7;2.36
AS250N      ;N;4-9-2022 5:13;PM2W010411  ;61901;240.9;405;8.70;15.80;5.5;2.87
AS250N      ;N;4-9-2022 5:44;PM2W010413  ;61901;241.9;406;8.60;15.20;5.5;2.76
AS250N      ;N;4-9-2022 6:15;PM2W010414  ;61901;241.9;406;8.70;16.10;5.9;2.73
AS250N      ;N;4-9-2022 6:45;PM2W010415  ;61901;244.3;412;8.90;16.50;6;2.75
AS250N      ;N;4-9-2022 7:16;PM2W010416  ;61901;242.3;406;8.90;16.90;6;2.82
AS250N      ;N;4-9-2022 7:47;PM2W010417  ;61901;241.3;405;8.80;15.90;5.9;2.69
AS250N      ;N;4-9-2022 8:19;PM2W010418  ;61901;240.3;399;8.70;16.50;5.5;3.00
AS250N      ;N;4-9-2022 8:57;PM2W010419  ;61901;238.9;396;8.70;16.10;5.5;2.93
AS250N      ;N;4-9-2022 9:28;PM2W010420  ;61901;239.4;409;8.50;17.10;6;2.85
AS250N      ;N;4-9-2022 9:58;PM2W010421  ;61901;239.2;405;8.70;16.70;5.9;2.83
AS250N      ;N;4-9-2022 10:28;PM2W010422  ;61901;242.4;421;9.00;16.10;5.8;2.78
AS250N      ;N;4-9-2022 10:57;PM2W010423  ;61901;240.2;417;9.00;16.30;5.8;2.81
AS250N      ;N;4-9-2022 11:27;PM2W010424  ;61901;240.2;412;8.80;16.20;6.1;2.66
AS250N      ;N;4-9-2022 11:57;PM2W010425  ;61901;240;415;9.00;16.30;5.7;2.86
AS250N      ;N;4-9-2022 12:28;PM2W010426  ;61901;242.7;418;8.90;17.60;5.9;2.98
AS250N      ;N;4-9-2022 13:02;PM2W010427  ;61901;243.2;421;8.50;17.50;6.4;2.73
AT235N      ;N;4-9-2022 16:17;PM2W010434  ;61887;222.7;356;8.70;11.30;3.9;2.90
AT235N      ;N;4-9-2022 16:50;PM2W010435  ;61887;221.8;352;8.60;11.20;3.9;2.87
AT235N      ;N;4-9-2022 18:41;PM2W010436  ;61887;221.3;359;8.40;11.40;3.9;2.92
AT235N      ;N;4-9-2022 19:37;PM2W010438  ;61887;227.3;363;8.40;12.50;4.6;2.72
AT235N      ;N;4-9-2022 20:11;PM2W010439  ;61887;230.6;360;8.00;12.00;4.4;2.73
AT235N      ;N;4-9-2022 20:45;PM2W010440  ;61887;229.8;355;7.80;12.30;4.5;2.73
AT235N      ;N;4-9-2022 21:20;PM2W010441  ;61887;229.8;356;8.30;12.30;4.5;2.73
AT235N      ;N;4-9-2022 21:57;PM2W010442  ;61887;233.6;355;8.50;12.00;4.5;2.67
AT235N      ;N;4-9-2022 22:32;PM2W010443  ;61887;231;353;8.40;12.00;4.5;2.67
AT235N      ;N;4-9-2022 23:08;PM2W010444  ;61887;227;349;8.10;11.20;4.3;2.60
AT235N      ;N;4-9-2022 23:44;PM2W010445  ;61887;226.2;349;8.20;11.30;4.2;2.69
AT235N      ;N;5-9-2022 0:19;PM2W010501  ;61887;230.8;352;8.70;11.20;4.1;2.73
AT235N      ;N;5-9-2022 0:54;PM2W010507  ;61887;230.7;354;7.70;11.20;4.3;2.60
AT235N      ;N;5-9-2022 1:00;PM2W010502  ;61887;232.4;355;8.50;11.40;4.2;2.71
AT235N      ;N;5-9-2022 1:30;PM2W010503  ;61887;232.9;355;8.60;11.10;4.1;2.71
AT235N      ;N;5-9-2022 2:04;PM2W010504  ;61887;230.6;352;8.90;11.20;4.2;2.67
AT235N      ;N;5-9-2022 2:39;PM2W010505  ;61887;227.1;350;8.00;11.30;4.1;2.76
AT235N      ;N;5-9-2022 3:15;PM2W010506  ;61887;228.4;346;7.60;11.90;4.1;2.90
AT235N      ;N;5-9-2022 3:50;PM2W010508  ;61887;227.1;354;7.50;11.70;4.2;2.79
AT235N      ;N;5-9-2022 5:01;PM2W010509  ;61887;224.9;352;7.70;12.00;4.2;2.86
AT235N      ;N;5-9-2022 5:36;PM2W010510  ;61887;225.3;353;7.50;11.70;4.2;2.79
AT235N      ;N;5-9-2022 7:33;PM2W010511  ;61887;225.8;354;7.70;11.70;4.1;2.85
AT235N      ;N;5-9-2022 7:49;PM2W010513  ;61887;228.7;354;8.70;11.50;3.8;3.03
AT235N      ;N;5-9-2022 8:22;PM2W010514  ;61887;231.8;362;9.90;12.00;4;3.00
AT235N      ;N;5-9-2022 12:02;PM2W010516  ;61887;234;370;9.50;12.70;4.2;3.02
AT235N      ;N;5-9-2022 12:19;PM2W010517  ;61887;232.7;367;9.30;12.30;4.4;2.80
AT235N      ;N;5-9-2022 12:55;PM2W010518  ;61887;230.9;370;9.00;13.00;4.5;2.89
AT235N      ;N;5-9-2022 13:26;PM2W010519  ;61887;236.7;372;9.00;13.30;4.4;3.02
AT235N      ;N;5-9-2022 13:58;PM2W010520  ;61887;232;365;9.00;13.10;4.4;2.98
AT235N      ;N;5-9-2022 14:31;PM2W010521  ;61887;229;370;8.30;13.10;4.4;2.98
AT235N      ;N;5-9-2022 16:32;PM2W010522  ;61887;229.3;364;8.30;13.00;4.5;2.89
AT235N      ;N;5-9-2022 17:33;PM2W010524  ;61887;231.4;371;7.80;13.70;4.6;2.98
AT235N      ;N;5-9-2022 18:05;PM2W010525  ;61887;230.1;369;8.00;13.50;4.5;3.00
AT235N      ;N;5-9-2022 18:38;PM2W010526  ;61887;230;369;8.00;13.70;4.3;3.19
AT235N      ;N;5-9-2022 19:11;PM2W010527  ;61887;229.6;370;8.10;13.00;4.3;3.02
AT235N      ;N;5-9-2022 19:43;PM2W010528  ;61887;233.3;369;8.20;12.80;4.4;2.91
AT235N      ;N;5-9-2022 20:15;PM2W010529  ;61887;231.6;367;8.30;12.80;4.4;2.91
AT235N      ;N;5-9-2022 20:47;PM2W010530  ;61887;234.2;372;7.80;13.00;4.5;2.89
AT235N      ;N;5-9-2022 21:19;PM2W010531  ;61887;234.9;372;7.80;12.70;4.4;2.89
AT235N      ;N;5-9-2022 21:35;PM2W010532  ;61887;231.6;367;8.10;13.00;4.5;2.89
AT235N      ;N;5-9-2022 21:46;PM2W010533  ;61887;233.9;371;7.80;12.50;4.4;2.84
AT285N      ;N;5-9-2022 22:41;PM2W010535  ;61913;278.4;452;8.70;21.10;7.1;2.97
AT285N      ;N;5-9-2022 23:14;PM2W010536  ;61913;279.4;454;8.90;21.00;7.2;2.92
AT285N      ;N;5-9-2022 23:49;PM2W010537  ;61913;274.7;460;8.40;20.60;7.2;2.86
AT285N      ;N;6-9-2022 0:25;PM2W010601  ;61913;274.8;462;8.30;19.20;7.2;2.67
AT285N      ;N;6-9-2022 0:58;PM2W010602  ;61913;273.3;455;8.30;20.80;7.2;2.89
AT285N      ;N;6-9-2022 1:31;PM2W010603  ;61913;272.8;455;8.60;20.60;7.3;2.82
AT285N      ;N;6-9-2022 2:04;PM2W010604  ;61913;273.3;456;8.20;20.20;7.3;2.77
AT285N      ;N;6-9-2022 2:36;PM2W010605  ;61913;273.3;456;8.80;20.60;7.1;2.90
AT285N      ;N;6-9-2022 3:09;PM2W010606  ;61913;272.6;458;8.70;21.00;7.2;2.92
AT285N      ;N;6-9-2022 3:42;PM2W010607  ;61913;273.9;461;7.90;20.80;7.1;2.93
AT285N      ;N;6-9-2022 4:15;PM2W010608  ;61913;272.4;458;8.30;21.00;7.2;2.92
AT285N      ;N;6-9-2022 4:47;PM2W010609  ;61913;273.6;457;8.70;20.90;7.2;2.90
AT285N      ;N;6-9-2022 5:21;PM2W010610  ;61913;274.4;460;9.00;21.10;7;3.01
AT285N      ;N;6-9-2022 6:38;PM2W010612  ;61913;275.2;468;7.80;21.00;7.1;2.96
AT285N      ;N;6-9-2022 6:56;PM2W010613  ;61913;273.1;472;8.30;21.30;7.2;2.96
AT285N      ;N;6-9-2022 7:28;PM2W010614  ;61913;272.6;471;8.40;21.40;7.2;2.97
AT285N      ;N;6-9-2022 7:59;PM2W010615  ;61913;281.1;473;8.80;25.80;8.4;3.07
AT285N      ;N;6-9-2022 8:24;PM2W010616  ;61913;278.6;470;8.90;25.60;8.5;3.01
AT285N      ;N;6-9-2022 8:56;PM2W010617  ;61913;276.3;469;8.10;25.60;8.2;3.12
AT285N      ;N;6-9-2022 9:19;PM2W010618  ;61913;274.8;465;8.20;25.30;8.3;3.05
AT325N      ;N;6-9-2022 9:56;PM2W010620  ;61892;326.4;561;10.50;33.20;11.9;2.79
AT325N      ;N;6-9-2022 10:30;PM2W010621  ;61892;325.6;564;10.50;32.10;11.3;2.84
AT325N      ;N;6-9-2022 11:05;PM2W010622  ;61892;332.4;584;10.00;35.00;12.6;2.78
AT325N      ;N;6-9-2022 11:37;PM2W010623  ;61892;321.6;573;8.80;37.00;12.8;2.89
AT325N      ;N;6-9-2022 12:10;PM2W010624  ;61892;319.4;560;8.20;38.90;12.6;3.09
AT325N      ;N;6-9-2022 12:42;PM2W010625  ;61892;314.3;567;8.90;36.00;12.3;2.93
AT325N      ;N;6-9-2022 13:16;PM2W010626  ;61892;315.4;566;8.90;36.00;12.6;2.86
AT325N      ;N;6-9-2022 13:49;PM2W010627  ;61892;323;568;8.30;37.30;12.9;2.89
AT325N      ;N;6-9-2022 14:11;PM2W010628  ;61892;322.7;565;8.70;36.80;12.7;2.90
AT340N      ;N;6-9-2022 17:54;PM2W010631  ;61895;333.6;586;7.70;38.40;13.8;2.78
AT340N      ;N;6-9-2022 18:30;PM2W010632  ;61895;333.2;594;8.40;37.30;13.3;2.80
AT340N      ;N;6-9-2022 19:07;PM2W010633  ;61895;334.7;602;8.70;37.80;13.6;2.78
AT340N      ;N;6-9-2022 19:43;PM2W010634  ;61895;339.6;593;8.50;38.50;14.1;2.73
AT340N      ;N;6-9-2022 20:17;PM2W010635  ;61895;342.3;593;8.60;38.80;14;2.77
AT340N      ;N;6-9-2022 20:52;PM2W010636  ;61895;345;614;8.50;39.70;13.6;2.92
AT340N      ;N;6-9-2022 21:29;PM2W010637  ;61895;345.1;610;8.60;39.30;13.6;2.89
AT340N      ;N;6-9-2022 22:10;PM2W010638  ;61895;350;605;9.30;37.60;13.7;2.74
AT340N      ;N;6-9-2022 22:44;PM2W010639  ;61895;345.3;604;9.00;37.20;13.5;2.76
AT340N      ;N;6-9-2022 23:20;PM2W010640  ;61895;341.3;604;8.90;36.70;13.2;2.78
AT340N      ;N;6-9-2022 23:55;PM2W010641  ;61895;341.1;607;8.80;36.60;13.1;2.79
AT340N      ;N;7-9-2022 0:31;PM2W010701  ;61895;340.4;607;9.00;36.80;13.2;2.79
AT340N      ;N;7-9-2022 1:06;PM2W010702  ;61895;339.3;601;9.00;37.50;13.4;2.80
AT340N      ;N;7-9-2022 1:24;PM2W010703  ;61895;340;601;9.20;36.90;13.1;2.82
AT325N      ;N;7-9-2022 2:02;PM2W010705  ;61892;318.6;548;9.90;27.60;10.3;2.68
AT325N      ;N;7-9-2022 2:37;PM2W010706  ;61892;316.9;561;9.00;27.30;10.3;2.65
AT325N      ;N;7-9-2022 3:11;PM2W010707  ;61892;318.7;582;8.80;27.50;10.5;2.62
AT325N      ;N;7-9-2022 3:45;PM2W010708  ;61892;317.8;563;8.90;27.60;10.4;2.65
AT325N      ;N;7-9-2022 4:19;PM2W010709  ;61892;316.9;559;8.80;27.50;10.3;2.67
AT325N      ;N;7-9-2022 4:54;PM2W010710  ;61892;318.6;560;8.80;27.20;10.4;2.62
AT325N      ;N;7-9-2022 5:27;PM2W010711  ;61892;323.1;576;9.40;27.40;10.2;2.69
AT325N      ;N;7-9-2022 6:00;PM2W010712  ;61892;323.1;569;9.30;27.40;10.1;2.71
AT325N      ;N;7-9-2022 6:33;PM2W010713  ;61892;324.7;570;9.30;27.20;10.3;2.64
AT325N      ;N;7-9-2022 7:08;PM2W010714  ;61892;321;557;8.80;26.90;10.1;2.66
AT325N      ;N;7-9-2022 7:41;PM2W010715  ;61892;320.2;560;8.80;27.20;10.3;2.64
AT325N      ;N;7-9-2022 8:15;PM2W010716  ;61892;318.2;569;9.20;34.10;11.5;2.97
AT325N      ;N;7-9-2022 8:48;PM2W010717  ;61892;319;565;9.20;34.00;11.6;2.93
AT325N      ;N;7-9-2022 9:23;PM2W010718  ;61892;316.2;555;8.90;34.60;11.9;2.91
AT325N      ;N;7-9-2022 9:57;PM2W010719  ;61892;317.7;562;9.00;35.00;12;2.92
AT325N      ;N;7-9-2022 10:29;PM2W010720  ;61892;321.4;574;10.00;34.10;12.1;2.82
AT325N      ;N;7-9-2022 11:02;PM2W010721  ;61892;319.6;566;9.40;34.20;12.2;2.80
AT325N      ;N;7-9-2022 11:35;PM2W010722  ;61892;319.4;564;9.70;35.50;12.1;2.93
AT325N      ;N;7-9-2022 12:08;PM2W010723  ;61892;319;561;9.50;35.40;12.5;2.83
AT325N      ;N;7-9-2022 12:41;PM2W010724  ;61892;322.6;583;9.60;36.20;12.6;2.87
AT325N      ;N;7-9-2022 13:13;PM2W010725  ;61892;317.9;572;9.40;36.30;12.7;2.86
AT325N      ;N;7-9-2022 13:19;PM2W010726  ;61892;319;570;9.50;36.40;12.7;2.87
AS330N      ;N;9-9-2022 2:47;PM2W010907  ;61897;344.1;617;9.80;40.70;13.8;2.95
AS330N      ;N;9-9-2022 3:17;PM2W010908  ;61897;343;615;9.70;40.50;13.6;2.98
AS330N      ;N;9-9-2022 3:47;PM2W010909  ;61897;335.2;623;8.80;40.30;13.8;2.92
AS330N      ;N;9-9-2022 4:17;PM2W010910  ;61897;335.2;628;9.20;40.40;13.7;2.95
AS330N      ;N;9-9-2022 4:49;PM2W010911  ;61897;335.3;618;9.40;40.40;13.7;2.95
AS330N      ;N;9-9-2022 5:20;PM2W010912  ;61897;335.3;614;9.40;43.40;13.5;3.21
AS330N      ;N;9-9-2022 5:52;PM2W010913  ;61897;334.2;614;9.40;42.80;13.4;3.19
AS330N      ;N;9-9-2022 6:24;PM2W010914  ;61897;336;615;9.50;42.50;13.5;3.15
AS330N      ;N;9-9-2022 6:58;PM2W010915  ;61897;334.9;615;9.30;42.30;13.3;3.18
AT285N      ;N;9-9-2022 7:41;PM2W010917  ;61913;282.3;485;8.90;26.60;8.4;3.17
AT285N      ;N;9-9-2022 8:16;PM2W010918  ;61913;283.3;494;9.20;25.10;9;2.79
AT285N      ;N;9-9-2022 8:57;PM2W010919  ;61913;289;473;8.00;25.00;9;2.78
AT285N      ;N;9-9-2022 9:32;PM2W010920  ;61913;283.2;465;9.00;24.30;8.6;2.83
AT285N      ;N;9-9-2022 10:08;PM2W010921  ;61913;282.7;465;8.60;24.20;8.5;2.85
AT285N      ;N;9-9-2022 10:43;PM2W010922  ;61913;282.8;465;8.00;24.50;8.5;2.88
AT285N      ;N;9-9-2022 11:56;PM2W010923  ;61913;283.1;463;8.20;24.00;8.3;2.89
AT260N      ;N;9-9-2022 13:13;PM2W010925  ;61919;250.6;402;8.10;16.60;5.8;2.86
AT260N      ;N;9-9-2022 13:46;PM2W010926  ;61919;253.6;402;8.00;16.50;5.6;2.95
AT260N      ;N;9-9-2022 14:20;PM2W010927  ;61919;257;404;8.10;16.10;5.6;2.88
AT260N      ;N;9-9-2022 14:54;PM2W010928  ;61919;255;405;8.50;15.80;5.7;2.77
AT260N      ;N;9-9-2022 15:27;PM2W010929  ;61919;255.3;401;8.50;15.90;5.6;2.84
AT260N      ;N;9-9-2022 16:00;PM2W010930  ;61919;251.3;403;7.60;17.30;6.7;2.58
AT260N      ;N;9-9-2022 16:33;PM2W010931  ;61919;255.4;402;7.70;17.30;6.5;2.66
AT260N      ;N;9-9-2022 17:05;PM2W010932  ;61919;254.3;400;8.30;17.80;6.7;2.66
AT260N      ;N;9-9-2022 17:42;PM2W010933  ;61919;254.4;408;8.40;18.00;6.7;2.69
AT260N      ;N;9-9-2022 18:14;PM2W010935  ;61919;259.4;408;8.40;17.70;6.6;2.68
AT260N      ;N;9-9-2022 18:46;PM2W010936  ;61919;255.6;409;8.10;17.90;6.6;2.71
AT260N      ;N;9-9-2022 19:17;PM2W010937  ;61919;256.2;411;8.60;17.30;6.7;2.58
AT260N      ;N;9-9-2022 19:49;PM2W010938  ;61919;256.3;408;8.70;17.50;6.8;2.57
AT260N      ;N;9-9-2022 20:20;PM2W010939  ;61919;258.2;410;8.60;17.60;6.7;2.63
AT260N      ;N;9-9-2022 20:52;PM2W010940  ;61919;257.6;412;8.80;17.90;6.7;2.67
AT260N      ;N;9-9-2022 21:24;PM2W010941  ;61919;262.4;403;8.80;17.50;6.6;2.65
AT260N      ;N;9-9-2022 21:55;PM2W010942  ;61919;257.1;409;8.70;17.50;6.7;2.61
AT260N      ;N;9-9-2022 22:27;PM2W010943  ;61919;251.1;406;8.20;17.20;6.2;2.77
AT260N      ;N;9-9-2022 22:59;PM2W010944  ;61919;253.7;410;8.30;17.20;6.2;2.77
AT260N      ;N;9-9-2022 23:31;PM2W010945  ;61919;253.1;408;8.20;17.00;6.3;2.70
AT260N      ;N;10-9-2022 0:03;PM2W011001  ;61919;259.9;425;8.70;18.20;5.9;3.08
AT260N      ;N;10-9-2022 0:34;PM2W011002  ;61919;257.8;419;8.50;18.40;6.1;3.02
AT260N      ;N;10-9-2022 1:05;PM2W011003  ;61919;262.4;416;8.50;18.20;5.8;3.14
AT260N      ;N;10-9-2022 1:36;PM2W011004  ;61919;256.4;420;8.60;18.20;5.9;3.08
AT260N      ;N;10-9-2022 2:08;PM2W011005  ;61919;255.6;423;8.70;18.40;6.2;2.97
AT260N      ;N;10-9-2022 2:40;PM2W011006  ;61919;255.4;406;8.50;17.40;5.5;3.16
AT260N      ;N;10-9-2022 3:14;PM2W011007  ;61919;255.6;408;8.50;17.10;5.9;2.90
AT260N      ;N;10-9-2022 3:47;PM2W011008  ;61919;255.3;408;8.80;17.00;6;2.83
AT260N      ;N;10-9-2022 4:20;PM2W011009  ;61919;254.7;405;8.60;17.40;6;2.90
AT260N      ;N;10-9-2022 6:28;PM2W011010  ;61919;255.1;406;8.70;17.40;6;2.90
AT260N      ;N;10-9-2022 7:46;PM2W011012  ;61919;256.6;423;8.50;17.30;5.9;2.93
AT260N      ;N;10-9-2022 10:01;PM2W011014  ;61919;262.1;421;8.90;18.10;6.5;2.78
AT260N      ;N;10-9-2022 10:33;PM2W011015  ;61919;259.8;413;8.50;17.90;6.3;2.84
AT260N      ;N;10-9-2022 11:06;PM2W011016  ;61919;257.1;412;8.60;18.20;6.1;2.98
AT260N      ;N;10-9-2022 11:40;PM2W011017  ;61919;257.8;411;8.70;18.00;6.2;2.90
AT260N      ;N;10-9-2022 12:13;PM2W011018  ;61919;260.6;414;8.40;18.40;6.5;2.83
AT260N      ;N;10-9-2022 12:46;PM2W011019  ;61919;258.8;418;7.90;18.00;6.4;2.81
AT260N      ;N;10-9-2022 13:17;PM2W011020  ;61919;256.8;421;7.30;18.10;6.3;2.87
AT260N      ;N;10-9-2022 13:48;PM2W011021  ;61919;253.7;421;7.80;18.00;6.3;2.86
AT260N      ;N;10-9-2022 14:20;PM2W011022  ;61919;248.7;420;7.70;17.60;5.9;2.98
AT260N      ;N;10-9-2022 14:51;PM2W011023  ;61919;250.8;423;8.20;17.50;6;2.92
AT260N      ;N;10-9-2022 15:22;PM2W011024  ;61919;251.1;421;8.10;17.70;6.1;2.90
AT260N      ;N;10-9-2022 15:53;PM2W011025  ;61919;252.7;415;7.90;19.00;6.8;2.79
AT260N      ;N;10-9-2022 16:24;PM2W011026  ;61919;253;412;8.10;18.50;6.8;2.72
AT260N      ;N;10-9-2022 16:55;PM2W011027  ;61919;254.4;418;8.10;18.50;6.7;2.76
AT260N      ;N;10-9-2022 17:30;PM2W011028  ;61919;253.9;411;8.30;18.00;6.7;2.69
AT260N      ;N;10-9-2022 18:03;PM2W011030  ;61919;262.1;413;8.60;17.20;6.8;2.53
AT260N      ;N;10-9-2022 18:35;PM2W011031  ;61919;259.4;411;8.50;16.70;7;2.39
AT260N      ;N;10-9-2022 19:07;PM2W011032  ;61919;260.2;411;8.60;17.00;6.8;2.50
AT260N      ;N;10-9-2022 19:41;PM2W011033  ;61919;257.8;410;8.20;17.70;6.8;2.60
AT260N      ;N;10-9-2022 20:13;PM2W011034  ;61919;260.7;410;8.50;17.80;6.9;2.58
AT260N      ;N;10-9-2022 20:45;PM2W011035  ;61919;256.9;411;8.50;18.30;6.4;2.86
AT260N      ;N;10-9-2022 21:18;PM2W011036  ;61919;257.4;410;8.60;18.10;6.6;2.74
AT260N      ;N;10-9-2022 21:50;PM2W011037  ;61919;251.2;404;7.90;18.40;6.6;2.79
AT260N      ;N;10-9-2022 22:23;PM2W011038  ;61919;254.6;413;8.20;17.90;6.8;2.63
AT260N      ;N;10-9-2022 22:55;PM2W011039  ;61919;255.4;419;8.60;19.10;7.3;2.62
AT260N      ;N;10-9-2022 23:27;PM2W011040  ;61919;255.1;410;8.50;19.00;7.3;2.60
AT260N      ;N;10-9-2022 23:59;PM2W011041  ;61919;250.2;410;8.20;17.30;6.6;2.62
AT260N      ;N;11-9-2022 1:31;PM2W011101  ;61919;250.6;414;8.50;17.30;7.1;2.44
AT260N      ;N;11-9-2022 2:03;PM2W011102  ;61919;254.7;413;8.90;17.10;6.3;2.71
AT260N      ;N;11-9-2022 2:35;PM2W011103  ;61919;253.1;415;8.50;17.40;6.6;2.64
AT260N      ;N;11-9-2022 3:07;PM2W011104  ;61919;256.2;416;8.70;17.80;6.5;2.74
AT260N      ;N;11-9-2022 3:43;PM2W011105  ;61919;255.6;415;8.50;17.50;6.6;2.65
AT260N      ;N;11-9-2022 4:15;PM2W011106  ;61919;254.4;412;8.00;17.30;6.2;2.79
AT260N      ;N;11-9-2022 4:47;PM2W011107  ;61919;254.1;415;8.30;17.20;6.4;2.69
AT260N      ;N;11-9-2022 5:19;PM2W011108  ;61919;255.9;412;8.70;17.50;6.3;2.78
AT260N      ;N;11-9-2022 5:52;PM2W011109  ;61919;256.1;414;8.60;17.50;6.4;2.73
AT260N      ;N;11-9-2022 6:24;PM2W011110  ;61919;251;411;8.00;17.90;6.6;2.71
AT260N      ;N;11-9-2022 6:56;PM2W011111  ;61919;252.3;409;8.00;17.60;6.6;2.67
AT260N      ;N;11-9-2022 7:28;PM2W011112  ;61919;253;410;8.30;17.40;6.6;2.64
AT260N      ;N;11-9-2022 8:00;PM2W011113  ;61919;255.3;410;8.50;16.00;6.2;2.58
AT260N      ;N;11-9-2022 8:31;PM2W011114  ;61919;254.8;413;8.50;16.50;6.2;2.66
AT260N      ;N;11-9-2022 9:03;PM2W011115  ;61919;258.4;411;8.50;17.00;5.9;2.88
AT260N      ;N;11-9-2022 9:40;PM2W011116  ;61919;257.9;411;8.20;16.80;6;2.80
AT285N      ;N;11-9-2022 10:30;PM2W011118  ;61913;275.9;457;9.10;22.50;7.5;3.00
AT285N      ;N;11-9-2022 18:00;PM2W011120  ;61913;281;477;9.40;23.90;8;2.99
AT285N      ;N;11-9-2022 18:35;PM2W011121  ;61913;282.6;462;9.40;22.80;7.8;2.92
AT285N      ;N;11-9-2022 18:53;PM2W011122  ;61913;282.9;465;9.30;22.10;8;2.76
AT285N      ;N;11-9-2022 19:24;PM2W011123  ;61913;272.8;451;8.60;22.10;7.8;2.83
AT285N      ;N;11-9-2022 20:01;PM2W011124  ;61913;278.6;459;9.00;22.70;7.4;3.07
AT285N      ;N;11-9-2022 20:34;PM2W011125  ;61913;279.6;450;8.90;22.70;7.5;3.03
AT285N      ;N;11-9-2022 21:07;PM2W011126  ;61913;279.4;458;8.90;22.60;7.7;2.94
AT285N      ;N;11-9-2022 21:40;PM2W011127  ;61913;282.7;452;9.50;21.90;7.8;2.81
AT285N      ;N;11-9-2022 22:13;PM2W011128  ;61913;281.4;458;9.20;22.20;7.9;2.81
AT285N      ;N;11-9-2022 22:46;PM2W011129  ;61913;285;462;9.40;21.80;7.7;2.83
AT285N      ;N;11-9-2022 23:19;PM2W011130  ;61913;281.3;458;8.80;21.80;8;2.73
AT285N      ;N;11-9-2022 23:52;PM2W011131  ;61913;276.9;455;9.30;22.30;7;3.19
AT285N      ;N;12-9-2022 0:28;PM2W011201  ;61913;276.3;455;9.10;22.20;7.1;3.13
AT285N      ;N;12-9-2022 1:00;PM2W011202  ;61913;279.9;461;8.80;22.90;7.5;3.05
AT285N      ;N;12-9-2022 1:32;PM2W011203  ;61913;277.2;455;8.40;22.50;7.3;3.08
AT285N      ;N;12-9-2022 2:05;PM2W011204  ;61913;275.7;462;8.50;23.60;7.5;3.15
AT285N      ;N;12-9-2022 2:37;PM2W011205  ;61913;275.2;465;8.80;23.70;7.6;3.12
AT285N      ;N;12-9-2022 3:10;PM2W011206  ;61913;273.2;459;8.20;23.00;7.5;3.07
AT285N      ;N;12-9-2022 3:43;PM2W011207  ;61913;275.1;460;8.20;23.00;7.7;2.99
AT285N      ;N;12-9-2022 4:15;PM2W011208  ;61913;271.4;451;8.70;23.20;7.6;3.05
AT285N      ;N;12-9-2022 4:48;PM2W011209  ;61913;275.2;465;8.60;22.80;7.6;3.00
AT285N      ;N;12-9-2022 5:21;PM2W011210  ;61913;276;465;8.30;23.80;7.8;3.05
AT285N      ;N;12-9-2022 5:53;PM2W011211  ;61913;275.9;464;8.70;23.20;7.8;2.97
AT285N      ;N;12-9-2022 6:25;PM2W011212  ;61913;275;471;8.60;24.60;7.9;3.11
AT285N      ;N;12-9-2022 6:57;PM2W011213  ;61913;275.3;471;8.80;24.70;7.9;3.13
AT285N      ;N;12-9-2022 7:29;PM2W011214  ;61913;274.2;458;8.80;24.60;7.9;3.11
AT285N      ;N;12-9-2022 8:01;PM2W011215  ;61913;273.7;467;8.40;23.60;8;2.95
AT285N      ;N;12-9-2022 8:40;PM2W011216  ;61913;273.6;465;8.20;23.80;8;2.98
AT285N      ;N;12-9-2022 9:12;PM2W011217  ;61913;273;463;8.00;23.40;7.3;3.21
AT285N      ;N;12-9-2022 9:45;PM2W011218  ;61913;273.4;457;8.50;23.50;7.5;3.13
