Artículo;Familia;Fecha;Nº Jumbo;Corrida;Gramaje;Esp.;Hum. Prom.;R/L Prom.;R/T Prom.;Relac. Rig.
AT285N      ;N;12-9-2022 10:18;PM2W011219  ;61913;278.2;466;8.90;23.80;7.7;3.09
AT285N      ;N;12-9-2022 10:53;PM2W011220  ;61913;279.2;467;8.70;23.60;7.7;3.06
AT285N      ;N;12-9-2022 11:25;PM2W011221  ;61913;279.2;467;8.70;23.80;7.6;3.13
AT285N      ;N;12-9-2022 11:57;PM2W011222  ;61913;280.1;472;8.70;23.60;7.6;3.11
AT285N      ;N;12-9-2022 12:30;PM2W011223  ;61913;281.1;479;8.80;24.00;8.3;2.89
AT285N      ;N;12-9-2022 13:02;PM2W011224  ;61913;280.2;477;8.70;23.00;7.5;3.07
AT285N      ;N;12-9-2022 13:34;PM2W011225  ;61913;279.9;464;8.30;22.30;7.1;3.14
AT285N      ;N;12-9-2022 14:06;PM2W011226  ;61913;278;464;8.20;22.50;7.2;3.13
AT285N      ;N;12-9-2022 14:39;PM2W011227  ;61913;275.9;458;8.10;22.70;7.2;3.15
AT285N      ;N;12-9-2022 15:12;PM2W011228  ;61913;276.4;458;8.10;22.80;7.2;3.17
AT285N      ;N;12-9-2022 15:45;PM2W011229  ;61913;277.7;462;8.30;23.00;7.3;3.15
AT285N      ;N;12-9-2022 16:17;PM2W011230  ;61913;279;468;8.60;23.20;7.9;2.94
AT285N      ;N;12-9-2022 16:49;PM2W011231  ;61913;279.8;466;8.50;22.60;7.8;2.90
AT285N      ;N;12-9-2022 17:22;PM2W011232  ;61913;277.9;458;8.10;22.90;8;2.86
AT285N      ;N;12-9-2022 17:57;PM2W011233  ;61913;278;459;8.80;22.70;7.8;2.91
AT285N      ;N;12-9-2022 18:29;PM2W011235  ;61913;282.6;457;9.50;22.30;7.9;2.82
AT285N      ;N;12-9-2022 19:02;PM2W011236  ;61913;284.6;457;9.50;22.50;7.9;2.85
AT285N      ;N;12-9-2022 19:34;PM2W011237  ;61913;280.8;459;8.90;22.60;8;2.83
AT285N      ;N;12-9-2022 20:08;PM2W011238  ;61913;279.2;458;8.80;22.30;8;2.79
AT285N      ;N;12-9-2022 20:41;PM2W011239  ;61913;284.7;465;9.00;22.50;7.9;2.85
AT285N      ;N;12-9-2022 21:45;PM2W011241  ;61913;276.3;459;9.90;22.60;7.8;2.90
AT285N      ;N;12-9-2022 22:19;PM2W011242  ;61913;277.9;446;8.70;20.90;7.7;2.71
AT285N      ;N;12-9-2022 22:59;PM2W011243  ;61913;273;454;7.80;21.00;7.6;2.76
AT285N      ;N;12-9-2022 23:25;PM2W011244  ;61913;275.9;459;8.70;20.90;7.7;2.71
AT285N      ;N;12-9-2022 23:58;PM2W011245  ;61913;273;458;7.70;23.80;8.1;2.94
AT285N      ;N;13-9-2022 0:26;PM2W011301  ;61913;273;464;8.20;23.40;8.2;2.85
AT285N      ;N;13-9-2022 0:48;PM2W011302  ;61913;277.6;465;8.40;22.60;8.2;2.76
AT285N      ;N;13-9-2022 1:20;PM2W011303  ;61913;274.9;464;8.60;22.60;8.3;2.72
AT285N      ;N;13-9-2022 1:52;PM2W011304  ;61913;274.2;467;7.90;24.20;8.4;2.88
AT285N      ;N;13-9-2022 2:25;PM2W011305  ;61913;274.6;464;8.20;24.00;8.5;2.82
AT285N      ;N;13-9-2022 2:57;PM2W011306  ;61913;275.9;454;7.90;23.30;7.8;2.99
AT285N      ;N;13-9-2022 3:30;PM2W011307  ;61913;275.4;461;8.00;23.70;7.9;3.00
AT285N      ;N;13-9-2022 4:04;PM2W011308  ;61913;271.8;456;8.30;24.20;7.9;3.06
AT285N      ;N;13-9-2022 4:37;PM2W011309  ;61913;272.4;457;8.30;24.00;8;3.00
AT285N      ;N;13-9-2022 5:10;PM2W011310  ;61913;277.3;466;8.00;23.50;7.8;3.01
AT285N      ;N;13-9-2022 5:43;PM2W011311  ;61913;275.4;466;8.30;23.50;8;2.94
AT285N      ;N;13-9-2022 6:16;PM2W011312  ;61913;273.1;463;8.00;24.60;8.2;3.00
AT285N      ;N;13-9-2022 6:49;PM2W011313  ;61913;273.1;465;8.20;24.50;8.3;2.95
AT285N      ;N;13-9-2022 7:21;PM2W011314  ;61913;271.6;466;7.70;23.10;8.3;2.78
AT285N      ;N;13-9-2022 7:54;PM2W011315  ;61913;276.1;469;8.30;24.50;7.8;3.14
AT285N      ;N;13-9-2022 8:26;PM2W011316  ;61913;276.4;468;7.90;24.70;8;3.09
AT285N      ;N;13-9-2022 8:58;PM2W011317  ;61913;279;467;7.80;25.00;8.2;3.05
AT285N      ;N;13-9-2022 9:37;PM2W011318  ;61913;278.7;467;7.80;25.00;8;3.13
AS250N      ;N;18-11-2022 18:14;PM2Y011839  ;62073;239.6;390;8.40;15.30;5.2;2.94
AS250N      ;N;18-11-2022 18:47;PM2Y011840  ;62073;241.2;392;8.80;15.20;5.2;2.92
AS250N      ;N;18-11-2022 19:19;PM2Y011841  ;62073;243.1;394;9.00;15.10;5.2;2.90
AS250N      ;N;18-11-2022 19:51;PM2Y011842  ;62073;241.4;394;8.80;15.20;5.3;2.87
AS250N      ;N;18-11-2022 20:23;PM2Y011843  ;62073;240.6;394;8.60;15.10;5.5;2.75
AS250N      ;N;18-11-2022 20:55;PM2Y011844  ;62073;250.3;417;9.00;15.50;5.6;2.77
AS250N      ;N;18-11-2022 21:25;PM2Y011845  ;62073;252.3;420;9.00;16.30;5.7;2.86
AS250N      ;N;18-11-2022 21:56;PM2Y011846  ;62073;250.3;410;8.90;16.00;5.5;2.91
AS250N      ;N;18-11-2022 22:26;PM2Y011847  ;62073;248.7;407;8.40;15.60;5.4;2.89
AS250N      ;N;18-11-2022 23:02;PM2Y011848  ;62073;247.6;402;8.50;15.80;5.5;2.87
AS250N      ;N;18-11-2022 23:33;PM2Y011849  ;62073;250.4;402;8.80;16.00;5.5;2.91
AS250N      ;N;19-11-2022 0:05;PM2Y011901  ;62073;248.7;405;9.00;15.40;5.2;2.96
AS250N      ;N;19-11-2022 0:36;PM2Y011902  ;62073;249.1;404;8.90;15.50;5.1;3.04
AS250N      ;N;19-11-2022 1:06;PM2Y011903  ;62073;253.1;418;8.90;15.00;5.1;2.94
AS250N      ;N;19-11-2022 1:36;PM2Y011904  ;62073;252.1;412;8.70;15.00;5.2;2.88
AS250N      ;N;19-11-2022 2:06;PM2Y011905  ;62073;252.7;415;8.70;15.20;5.1;2.98
AS250N      ;N;19-11-2022 2:36;PM2Y011906  ;62073;252.8;409;8.80;15.30;5.2;2.94
AS250N      ;N;19-11-2022 3:08;PM2Y011907  ;62073;251.9;405;8.80;15.10;5.2;2.90
AS250N      ;N;19-11-2022 3:39;PM2Y011908  ;62073;251.3;404;8.70;15.10;5.1;2.96
AS250N      ;N;19-11-2022 4:09;PM2Y011909  ;62073;254.7;424;8.80;16.10;5.2;3.10
AS250N      ;N;19-11-2022 4:39;PM2Y011910  ;62073;252.8;415;8.40;15.70;5.2;3.02
AS250N      ;N;19-11-2022 5:09;PM2Y011911  ;62073;250.1;417;8.70;15.60;5.2;3.00
AS250N      ;N;19-11-2022 5:39;PM2Y011912  ;62073;248.6;415;8.60;15.70;5.3;2.96
AS250N      ;N;19-11-2022 6:05;PM2Y011913  ;62073;249.8;415;9.00;15.80;5.2;3.04
AS225N      ;N;19-11-2022 6:41;PM2Y011915  ;62071;219.3;366;7.40;12.30;4.2;2.93
AS225N      ;N;19-11-2022 7:07;PM2Y011916  ;62071;218.7;363;7.50;12.20;4.3;2.84
AS225N      ;N;19-11-2022 7:40;PM2Y011917  ;62071;218.2;362;7.70;12.00;4.3;2.79
AS225N      ;N;19-11-2022 8:13;PM2Y011918  ;62071;217.2;363;7.30;12.50;4.4;2.84
AS225N      ;N;19-11-2022 8:45;PM2Y011919  ;62071;218.7;363;7.50;12.20;4.4;2.77
AS225N      ;N;19-11-2022 9:20;PM2Y011920  ;62071;214.4;359;7.00;12.10;4;3.03
AS225N      ;N;19-11-2022 9:53;PM2Y011921  ;62071;215;361;7.10;12.20;4.1;2.98
AS225N      ;N;19-11-2022 10:26;PM2Y011922  ;62071;220.2;358;7.60;12.70;4.3;2.95
AS225N      ;N;19-11-2022 10:59;PM2Y011923  ;62071;218.4;354;7.50;12.70;4.3;2.95
AS225N      ;N;19-11-2022 11:31;PM2Y011924  ;62071;223.8;363;7.50;13.70;4.4;3.11
AS225N      ;N;19-11-2022 12:03;PM2Y011925  ;62071;222.3;362;7.60;12.50;4.5;2.78
AS225N      ;N;19-11-2022 12:35;PM2Y011926  ;62071;217.1;368;7.60;13.10;4.3;3.05
AS225N      ;N;19-11-2022 12:52;PM2Y011927  ;62071;217.3;363;7.60;13.00;4.4;2.95
AS225N      ;N;19-11-2022 13:05;PM2Y011928  ;62071;216.4;363;7.10;12.80;4.5;2.84
AS225N      ;N;19-11-2022 13:44;PM2Y011930  ;62071;215.4;361;7.20;12.70;4.6;2.76
AS195N      ;N;19-11-2022 14:27;PM2Y011932  ;62067;189.6;308;7.90;8.10;2.8;2.89
AS195N      ;N;19-11-2022 15:05;PM2Y011933  ;62067;188.7;304;8.00;8.10;2.8;2.89
AS195N      ;N;19-11-2022 15:40;PM2Y011934  ;62067;189;306;7.50;8.20;2.7;3.04
AS195N      ;N;19-11-2022 16:17;PM2Y011935  ;62067;193.9;297;8.30;7.20;2.7;2.67
AS195N      ;N;19-11-2022 16:54;PM2Y011936  ;62067;194.9;298;8.30;7.60;2.7;2.81
AS195N      ;N;19-11-2022 17:30;PM2Y011937  ;62067;197.9;299;8.10;7.60;2.7;2.81
AS195N      ;N;19-11-2022 18:07;PM2Y011938  ;62067;194.4;298;8.50;7.90;2.8;2.82
AS195N      ;N;19-11-2022 18:44;PM2Y011939  ;62067;193.9;300;8.60;7.90;2.7;2.93
AS195N      ;N;19-11-2022 19:20;PM2Y011940  ;62067;195.4;301;8.30;8.10;3;2.70
AS195N      ;N;19-11-2022 19:57;PM2Y011941  ;62067;194.3;300;8.20;8.20;2.9;2.83
AS195N      ;N;19-11-2022 20:33;PM2Y011942  ;62067;194.3;301;8.60;8.40;2.9;2.90
AS195N      ;N;19-11-2022 21:09;PM2Y011943  ;62067;194.1;301;8.40;8.30;2.9;2.86
AS195N      ;N;19-11-2022 21:47;PM2Y011944  ;62067;194.8;299;8.60;8.10;2.7;3.00
AS195N      ;N;19-11-2022 22:23;PM2Y011945  ;62067;193.9;299;8.70;8.10;2.7;3.00
AS195N      ;N;19-11-2022 23:00;PM2Y011946  ;62067;195.1;300;8.60;8.10;2.8;2.89
AS195N      ;N;19-11-2022 23:35;PM2Y011947  ;62067;195.4;300;8.30;8.30;2.8;2.96
AS195N      ;N;20-11-2022 0:12;PM2Y012001  ;62067;193.9;300;8.90;8.30;2.9;2.86
AS195N      ;N;20-11-2022 0:48;PM2Y012002  ;62067;194.2;301;8.90;8.20;2.6;3.15
AS195N      ;N;20-11-2022 1:27;PM2Y012003  ;62067;193.2;303;8.90;8.10;2.6;3.12
AS195N      ;N;20-11-2022 1:39;PM2Y012004  ;62067;192.8;304;8.80;8.00;2.5;3.20
AT235N      ;N;20-11-2022 2:26;PM2Y012006  ;62077;227.9;363;8.90;12.10;4.2;2.88
AT235N      ;N;20-11-2022 2:59;PM2Y012007  ;62077;230.8;368;8.60;12.00;4.1;2.93
AT235N      ;N;20-11-2022 3:32;PM2Y012008  ;62077;230.9;366;8.70;12.10;4.1;2.95
AT235N      ;N;20-11-2022 4:06;PM2Y012009  ;62077;231.4;362;8.80;12.10;4.2;2.88
AT235N      ;N;20-11-2022 4:40;PM2Y012010  ;62077;229.8;360;8.40;12.00;4.3;2.79
AT235N      ;N;20-11-2022 5:14;PM2Y012011  ;62077;228;354;8.00;11.90;4.2;2.83
AT235N      ;N;20-11-2022 5:49;PM2Y012012  ;62077;230.7;360;8.40;11.90;4;2.98
AT235N      ;N;20-11-2022 6:27;PM2Y012013  ;62077;228.7;362;8.60;12.10;4.3;2.81
AT235N      ;N;20-11-2022 7:00;PM2Y012014  ;62077;230;362;8.90;12.20;4.3;2.84
AT235N      ;N;20-11-2022 7:33;PM2Y012015  ;62077;231;360;8.80;12.10;4.2;2.88
AT235N      ;N;20-11-2022 8:07;PM2Y012016  ;62077;231.4;371;8.80;12.20;4.3;2.84
AT235N      ;N;20-11-2022 8:47;PM2Y012017  ;62077;232.1;371;9.00;12.50;4.4;2.84
AT260N      ;N;20-11-2022 9:20;PM2Y012019  ;62085;252.7;406;8.70;17.30;5.8;2.98
AT260N      ;N;20-11-2022 9:54;PM2Y012020  ;62085;253.2;407;8.70;16.80;5.6;3.00
AT260N      ;N;20-11-2022 10:27;PM2Y012021  ;62085;252.8;405;8.80;16.20;5.5;2.95
AT260N      ;N;20-11-2022 11:00;PM2Y012022  ;62085;254;402;8.90;16.20;5.7;2.84
AT260N      ;N;20-11-2022 11:33;PM2Y012023  ;62085;253.9;407;8.70;16.10;6;2.68
AT260N      ;N;20-11-2022 12:06;PM2Y012024  ;62085;257.2;400;8.90;15.80;5.6;2.82
AT260N      ;N;20-11-2022 12:42;PM2Y012025  ;62085;258.1;396;8.40;15.30;5.3;2.89
AT260N      ;N;20-11-2022 13:16;PM2Y012026  ;62085;256.9;408;8.60;15.30;5.3;2.89
AT260N      ;N;20-11-2022 13:48;PM2Y012027  ;62085;252.1;423;8.70;16.80;5.9;2.85
AT260N      ;N;20-11-2022 14:20;PM2Y012028  ;62085;252.2;413;8.80;15.70;5.4;2.91
AT260N      ;N;20-11-2022 14:51;PM2Y012029  ;62085;251.1;412;8.70;15.50;5.2;2.98
AT260N      ;N;20-11-2022 15:23;PM2Y012030  ;62085;252.2;415;8.50;15.50;5.3;2.92
AT260N      ;N;20-11-2022 15:54;PM2Y012031  ;62085;256;411;8.80;17.00;5.9;2.88
AT260N      ;N;20-11-2022 16:26;PM2Y012032  ;62085;258.3;404;8.80;17.00;6.1;2.79
AT260N      ;N;20-11-2022 16:58;PM2Y012033  ;62085;257.7;402;8.80;16.80;6.1;2.75
AT260N      ;N;20-11-2022 17:29;PM2Y012034  ;62085;252.4;419;8.60;18.50;6.6;2.80
AT260N      ;N;20-11-2022 18:01;PM2Y012035  ;62085;253.1;408;8.70;18.50;6.9;2.68
AT260N      ;N;20-11-2022 18:32;PM2Y012036  ;62085;253.7;419;8.80;18.00;6.5;2.77
AT260N      ;N;20-11-2022 19:30;PM2Y012039  ;62085;255.9;418;8.80;16.80;6.2;2.71
AT260N      ;N;20-11-2022 19:56;PM2Y012040  ;62085;256.4;411;8.90;16.70;6.3;2.65
AT260N      ;N;20-11-2022 20:28;PM2Y012041  ;62085;256.3;406;8.10;16.50;6.1;2.70
AT260N      ;N;20-11-2022 21:00;PM2Y012042  ;62085;254.9;407;8.50;16.40;6.2;2.65
AT260N      ;N;20-11-2022 21:32;PM2Y012043  ;62085;256;407;8.80;16.50;6.2;2.66
AT260N      ;N;20-11-2022 22:06;PM2Y012044  ;62085;252.6;397;8.10;17.60;6.1;2.89
AT260N      ;N;20-11-2022 22:39;PM2Y012045  ;62085;253.4;403;8.30;17.20;6.3;2.73
AT260N      ;N;20-11-2022 23:12;PM2Y012046  ;62085;255.8;396;8.80;17.10;6.1;2.80
AT260N      ;N;20-11-2022 23:47;PM2Y012047  ;62085;256.9;397;8.70;17.30;6.1;2.84
AT260N      ;N;21-11-2022 0:18;PM2Y012101  ;62085;252.7;402;7.90;15.90;5.4;2.94
AT260N      ;N;21-11-2022 0:52;PM2Y012102  ;62085;252.1;399;8.10;15.80;5.2;3.04
AT260N      ;N;21-11-2022 1:26;PM2Y012103  ;62085;251.4;405;8.10;15.90;5.3;3.00
AT260N      ;N;21-11-2022 1:49;PM2Y012104  ;62085;252.1;405;8.80;15.90;5.1;3.12
AT260N      ;N;21-11-2022 2:21;PM2Y012105  ;62085;250.1;406;8.70;15.70;5.2;3.02
AT260N      ;N;21-11-2022 2:55;PM2Y012106  ;62085;250.6;407;8.70;15.80;5.2;3.04
AT260N      ;N;21-11-2022 3:27;PM2Y012107  ;62085;250.7;406;8.60;15.70;5.2;3.02
AT260N      ;N;21-11-2022 3:59;PM2Y012108  ;62085;251.7;405;8.60;15.90;5.2;3.06
AT260N      ;N;21-11-2022 4:31;PM2Y012109  ;62085;249.1;404;8.50;15.80;5.2;3.04
AT260N      ;N;21-11-2022 5:02;PM2Y012110  ;62085;248;404;8.30;16.70;5.5;3.04
AT260N      ;N;21-11-2022 5:36;PM2Y012111  ;62085;254;422;8.40;16.00;5.4;2.96
AT260N      ;N;21-11-2022 6:08;PM2Y012112  ;62085;252.4;413;8.60;15.90;5.3;3.00
AT260N      ;N;21-11-2022 6:39;PM2Y012113  ;62085;252.7;418;8.70;16.00;5.2;3.08
AT260N      ;N;21-11-2022 7:12;PM2Y012114  ;62085;253;423;8.90;15.90;5.3;3.00
AT260N      ;N;21-11-2022 7:26;PM2Y012115  ;62085;253.6;417;9.00;16.20;5.5;2.95
AT260N      ;N;21-11-2022 8:13;PM2Y012116  ;62085;253;414;8.70;17.70;5.9;3.00
AT260N      ;N;21-11-2022 8:46;PM2Y012117  ;62085;252.9;411;9.00;17.50;6;2.92
AT260N      ;N;21-11-2022 9:18;PM2Y012118  ;62085;250.1;404;8.70;18.20;6.1;2.98
AT260N      ;N;21-11-2022 9:50;PM2Y012119  ;62085;251;414;8.90;18.00;6;3.00
AT260N      ;N;21-11-2022 10:22;PM2Y012120  ;62085;252.7;418;8.80;17.80;5.7;3.12
AT260N      ;N;21-11-2022 10:53;PM2Y012121  ;62085;253.6;415;8.90;17.70;5.7;3.11
AT260N      ;N;21-11-2022 11:23;PM2Y012122  ;62085;256.9;419;8.80;17.80;5.8;3.07
AT260N      ;N;21-11-2022 11:55;PM2Y012123  ;62085;255;415;8.70;17.70;5.8;3.05
AT260N      ;N;21-11-2022 12:27;PM2Y012124  ;62085;249.3;415;8.10;17.80;5.9;3.02
AT260N      ;N;21-11-2022 12:58;PM2Y012125  ;62085;249.2;417;8.50;18.80;5.8;3.24
AT260N      ;N;21-11-2022 13:29;PM2Y012126  ;62085;249.4;420;8.20;17.90;5.7;3.14
AT260N      ;N;21-11-2022 13:59;PM2Y012127  ;62085;249.4;416;8.10;17.60;5.7;3.09
AT260N      ;N;21-11-2022 14:29;PM2Y012128  ;62085;248.6;419;7.90;17.50;5.7;3.07
AT260N      ;N;21-11-2022 15:00;PM2Y012129  ;62085;250.8;416;8.30;17.70;5.7;3.11
AT285N      ;N;21-11-2022 16:08;PM2Y012132  ;62090;271.3;452;9.30;24.00;8;3.00
AT285N      ;N;21-11-2022 16:39;PM2Y012133  ;62090;272.9;453;9.20;24.20;7.8;3.10
AT285N      ;N;21-11-2022 17:11;PM2Y012134  ;62090;271.7;455;8.80;22.70;7.4;3.07
AT285N      ;N;21-11-2022 17:43;PM2Y012135  ;62090;271.8;461;9.10;21.40;7.2;2.97
AT285N      ;N;21-11-2022 18:15;PM2Y012136  ;62090;271.8;442;8.80;20.80;6.9;3.01
AT285N      ;N;21-11-2022 18:47;PM2Y012137  ;62090;271.7;452;8.90;21.40;7.2;2.97
AT285N      ;N;21-11-2022 19:19;PM2Y012138  ;62090;271.9;456;9.10;21.10;7.3;2.89
AT285N      ;N;21-11-2022 19:51;PM2Y012139  ;62090;272.1;443;8.80;21.10;7.3;2.89
AT285N      ;N;21-11-2022 20:23;PM2Y012140  ;62090;271.6;447;8.80;21.20;7;3.03
AT285N      ;N;21-11-2022 20:54;PM2Y012141  ;62090;272.1;457;8.90;22.10;7.4;2.99
AT285N      ;N;21-11-2022 21:27;PM2Y012142  ;62090;272.2;451;8.60;21.20;7;3.03
AT285N      ;N;21-11-2022 21:59;PM2Y012143  ;62090;272.7;453;8.70;21.10;7.1;2.97
AT285N      ;N;21-11-2022 22:30;PM2Y012144  ;62090;268.2;447;8.90;21.20;6.9;3.07
AT285N      ;N;21-11-2022 23:02;PM2Y012145  ;62090;271.7;453;8.60;21.10;7.2;2.93
AT285N      ;N;21-11-2022 23:34;PM2Y012146  ;62090;271.3;454;8.70;21.10;7.1;2.97
AT285N      ;N;22-11-2022 0:05;PM2Y012201  ;62090;271.1;469;9.00;21.90;7.3;3.00
AT285N      ;N;22-11-2022 0:41;PM2Y012202  ;62090;271.6;467;9.30;22.80;7.5;3.04
AT285N      ;N;22-11-2022 1:13;PM2Y012203  ;62090;271.2;473;8.30;24.60;8;3.08
AT285N      ;N;22-11-2022 1:45;PM2Y012204  ;62090;272.4;473;8.50;24.30;8.2;2.96
AT285N      ;N;22-11-2022 2:16;PM2Y012205  ;62090;272;478;8.40;25.50;8.5;3.00
AT285N      ;N;22-11-2022 2:47;PM2Y012206  ;62090;273;478;8.30;24.80;8.3;2.99
AT285N      ;N;22-11-2022 3:19;PM2Y012207  ;62090;274.4;470;8.00;24.10;7.8;3.09
AT285N      ;N;22-11-2022 3:51;PM2Y012208  ;62090;272.9;471;8.10;23.70;8.4;2.82
AT285N      ;N;22-11-2022 4:24;PM2Y012209  ;62090;273.9;472;7.80;23.80;8;2.98
AT285N      ;N;22-11-2022 4:56;PM2Y012210  ;62090;274.9;472;7.80;24.80;7.9;3.14
AT285N      ;N;22-11-2022 5:28;PM2Y012211  ;62090;274;471;7.80;24.00;8;3.00
AT285N      ;N;22-11-2022 6:01;PM2Y012212  ;62090;276.1;467;8.10;23.20;7.4;3.14
AT285N      ;N;22-11-2022 6:35;PM2Y012213  ;62090;275;467;8.20;22.50;7.5;3.00
AT285N      ;N;22-11-2022 7:08;PM2Y012214  ;62090;273.1;470;9.10;23.80;7.6;3.13
AT285N      ;N;22-11-2022 7:40;PM2Y012215  ;62090;274.7;469;8.40;23.50;7.9;2.97
AT285N      ;N;22-11-2022 8:12;PM2Y012216  ;62090;271.2;463;7.80;24.10;8;3.01
AT285N      ;N;22-11-2022 8:44;PM2Y012217  ;62090;269.9;460;7.90;24.00;8;3.00
AT285N      ;N;22-11-2022 9:17;PM2Y012218  ;62090;266.8;443;8.80;21.50;7;3.07
AT285N      ;N;22-11-2022 9:51;PM2Y012219  ;62090;268.6;444;8.90;21.80;7.1;3.07
AT285N      ;N;22-11-2022 13:09;PM2Y012220  ;62090;270;441;8.90;21.70;7.2;3.01
AT325N      ;N;22-11-2022 14:01;PM2Y012223  ;62079;310.8;555;9.60;33.80;10.3;3.28
AT325N      ;N;22-11-2022 14:41;PM2Y012224  ;62079;310.4;555;9.30;34.00;10.5;3.24
AT325N      ;N;22-11-2022 15:13;PM2Y012225  ;62079;307.1;542;9.20;33.80;10.5;3.22
AT325N      ;N;22-11-2022 15:46;PM2Y012226  ;62079;307.6;547;9.20;32.80;10.5;3.12
AT325N      ;N;22-11-2022 16:18;PM2Y012227  ;62079;310.2;552;9.60;34.80;11.3;3.08
AT325N      ;N;22-11-2022 16:50;PM2Y012228  ;62079;307.8;548;9.50;33.70;10.9;3.09
AT325N      ;N;22-11-2022 17:22;PM2Y012229  ;62079;306.9;538;8.80;32.70;10.8;3.03
AT325N      ;N;22-11-2022 17:54;PM2Y012230  ;62079;308.2;551;9.00;32.00;10.5;3.05
AT325N      ;N;22-11-2022 18:27;PM2Y012231  ;62079;309.9;539;9.00;35.60;11.8;3.02
AT325N      ;N;22-11-2022 18:59;PM2Y012232  ;62079;309.4;547;9.30;35.50;11.2;3.17
AT325N      ;N;22-11-2022 19:31;PM2Y012233  ;62079;311.2;539;9.80;31.40;10.3;3.05
AT325N      ;N;22-11-2022 20:05;PM2Y012234  ;62079;308.8;545;9.70;31.90;10.9;2.93
AT325N      ;N;22-11-2022 20:38;PM2Y012235  ;62079;311.2;544;9.90;31.70;11.2;2.83
AT325N      ;N;22-11-2022 21:10;PM2Y012236  ;62079;310.9;544;9.90;32.20;11.3;2.85
AT325N      ;N;22-11-2022 21:43;PM2Y012237  ;62079;308.3;540;9.90;32.60;10.3;3.17
AT325N      ;N;22-11-2022 22:16;PM2Y012238  ;62079;309.4;544;9.90;31.90;10.5;3.04
AT325N      ;N;22-11-2022 22:50;PM2Y012239  ;62079;307.1;541;9.30;32.60;11;2.96
AT325N      ;N;22-11-2022 23:22;PM2Y012240  ;62079;313.9;552;8.90;31.70;11.1;2.86
AT325N      ;N;22-11-2022 23:55;PM2Y012241  ;62079;313.9;560;8.30;34.50;10.8;3.19
AT325N      ;N;23-11-2022 0:27;PM2Y012301  ;62079;315.1;568;8.40;35.40;11.8;3.00
AT325N      ;N;23-11-2022 0:58;PM2Y012302  ;62079;310.6;565;8.30;35.10;11.8;2.97
AT325N      ;N;23-11-2022 1:29;PM2Y012303  ;62079;312.4;568;8.60;35.10;12.1;2.90
AT325N      ;N;23-11-2022 2:01;PM2Y012304  ;62079;311.9;566;8.20;35.20;12;2.93
AT325N      ;N;23-11-2022 2:15;PM2Y012305  ;62079;313;570;8.50;34.90;11.9;2.93
AS330N      ;N;23-11-2022 2:51;PM2Y012307  ;62075;322.9;605;8.60;40.50;13.4;3.02
AS330N      ;N;23-11-2022 3:22;PM2Y012308  ;62075;322.3;606;8.50;40.20;13.2;3.05
AS330N      ;N;23-11-2022 3:54;PM2Y012309  ;62075;323.6;597;8.50;40.50;12.8;3.16
AS330N      ;N;23-11-2022 4:25;PM2Y012310  ;62075;321.6;598;8.60;40.20;12.8;3.14
AS330N      ;N;23-11-2022 4:57;PM2Y012311  ;62075;319.1;598;8.00;41.70;13.1;3.18
AS330N      ;N;23-11-2022 5:28;PM2Y012312  ;62075;320;602;8.30;40.70;13.2;3.08
AS330N      ;N;23-11-2022 5:59;PM2Y012313  ;62075;318.8;611;8.40;40.30;13.4;3.01
AS330N      ;N;23-11-2022 6:30;PM2Y012314  ;62075;319;608;8.50;40.00;13.4;2.99
AS330N      ;N;23-11-2022 6:45;PM2Y012315  ;62075;319.8;610;8.80;39.40;13.3;2.96
AT340N      ;N;23-11-2022 8:53;PM2Y012318  ;62084;330.1;602;8.60;39.50;12.8;3.09
AT340N      ;N;23-11-2022 9:25;PM2Y012319  ;62084;335.1;611;9.30;39.70;12.9;3.08
AT340N      ;N;23-11-2022 9:48;PM2Y012320  ;62084;335;618;9.30;39.80;12.6;3.16
AT340N      ;N;23-11-2022 10:21;PM2Y012321  ;62084;337.6;616;9.40;40.30;12.9;3.12
AT340N      ;N;23-11-2022 10:55;PM2Y012322  ;62084;338.6;619;9.60;41.90;13;3.22
AT340N      ;N;23-11-2022 11:27;PM2Y012323  ;62084;337.9;615;9.50;41.30;12.9;3.20
AT340N      ;N;23-11-2022 11:59;PM2Y012324  ;62084;337.4;615;9.60;41.00;13;3.15
AT340N      ;N;23-11-2022 12:31;PM2Y012325  ;62084;335.9;617;9.50;39.50;12.6;3.13
AT340N      ;N;23-11-2022 13:06;PM2Y012326  ;62084;335.7;616;9.40;39.20;12.5;3.14
